t_before	s_before	e_before	i_before	r_before	seg_before	t_after	s_after	e_after	i_after	r_after	seg_after	selected
78.0	73153.0	3885.0	5001.0	17961.0	13.55	82.0	64594.0	4272.0	5875.0	25259.0	29.2	X
78.0	92321.0	1411.0	1629.0	4639.0	14.1	82.0	88251.0	2110.0	2388.0	7251.0	28.55	V
78.0	87624.0	2083.0	2420.0	7873.0	13.1	82.0	81912.0	2820.0	3483.0	11785.0	33.15	V
78.0	84356.0	2456.0	2907.0	10281.0	13.7	82.0	77966.0	3117.0	4027.0	14890.0	30.65	V
78.0	83981.0	2669.0	3171.0	10179.0	13.6	82.0	76976.0	3425.0	4380.0	15219.0	31.2	V
78.0	95184.0	903.0	1039.0	2874.0	14.0	82.0	92431.0	1372.0	1573.0	4624.0	28.65	X
78.0	70171.0	3775.0	5033.0	21021.0	13.15	82.0	62150.0	4011.0	5691.0	28148.0	34.75	V
78.0	83587.0	2597.0	3178.0	10638.0	13.3	82.0	76836.0	3419.0	4129.0	15616.0	31.6	V
78.0	87953.0	2159.0	2489.0	7399.0	14.35	82.0	82301.0	2814.0	3481.0	11404.0	30.55	X
78.0	78032.0	3318.0	4068.0	14582.0	12.25	82.0	70384.0	3899.0	5028.0	20689.0	30.65	V
78.0	91134.0	1619.0	1836.0	5411.0	13.6	82.0	86681.0	2248.0	2675.0	8396.0	28.4	V
78.0	80949.0	2947.0	3688.0	12416.0	14.0	82.0	73633.0	3621.0	4684.0	18062.0	32.65	V
78.0	86603.0	2259.0	2657.0	8481.0	9.5	82.0	80768.0	2944.0	3579.0	12709.0	28.3	V
78.0	86529.0	2259.0	2777.0	8435.0	10.65	82.0	80337.0	3032.0	3872.0	12759.0	25.5	V
78.0	83350.0	2615.0	3271.0	10764.0	11.25	82.0	76435.0	3416.0	4340.0	15809.0	29.15	V
78.0	83150.0	2791.0	3353.0	10706.0	12.15	82.0	76075.0	3566.0	4479.0	15880.0	32.4	V
78.0	97738.0	412.0	471.0	1379.0	12.55	82.0	96507.0	616.0	686.0	2191.0	25.35	V
78.0	97691.0	440.0	507.0	1362.0	11.2	82.0	96343.0	704.0	787.0	2166.0	27.1	V
78.0	97744.0	432.0	461.0	1363.0	12.15	82.0	96387.0	686.0	739.0	2188.0	26.0	X
78.0	91328.0	1629.0	1731.0	5312.0	13.7	82.0	87233.0	2065.0	2502.0	8200.0	34.2	X
78.0	89688.0	1844.0	2199.0	6269.0	8.4	82.0	84449.0	2627.0	3064.0	9860.0	23.05	X
78.0	88729.0	2023.0	2365.0	6883.0	10.05	82.0	83348.0	2757.0	3267.0	10628.0	25.6	X
78.0	75176.0	3491.0	4465.0	16868.0	12.7	82.0	67263.0	3925.0	5361.0	23451.0	30.15	V
78.0	77234.0	3412.0	4277.0	15077.0	10.5	82.0	69132.0	4017.0	5378.0	21473.0	30.7	V
78.0	94742.0	932.0	1050.0	3276.0	15.3	82.0	91916.0	1379.0	1663.0	5042.0	32.95	V
78.0	69489.0	3983.0	5171.0	21357.0	14.3	82.0	61347.0	4109.0	5728.0	28816.0	34.55	X
78.0	92206.0	1449.0	1569.0	4776.0	13.05	82.0	88316.0	1970.0	2352.0	7362.0	27.8	V
78.0	91349.0	1538.0	1826.0	5287.0	14.2	82.0	86865.0	2237.0	2634.0	8264.0	29.05	X
78.0	87141.0	2217.0	2512.0	8130.0	13.25	82.0	81536.0	2882.0	3508.0	12074.0	33.4	V
78.0	81244.0	2927.0	3582.0	12247.0	12.75	82.0	73973.0	3591.0	4619.0	17817.0	31.55	V
78.0	93687.0	1222.0	1302.0	3789.0	9.35	82.0	90361.0	1679.0	2025.0	5935.0	24.45	X
78.0	89521.0	1758.0	2068.0	6653.0	11.7	82.0	84666.0	2379.0	2923.0	10032.0	30.35	X
78.0	85999.0	2302.0	2838.0	8861.0	9.9	82.0	79712.0	3103.0	3932.0	13253.0	28.35	X
78.0	94910.0	933.0	1031.0	3126.0	9.05	82.0	92189.0	1345.0	1639.0	4827.0	22.4	V
78.0	69511.0	3826.0	5205.0	21458.0	13.95	82.0	61183.0	4140.0	5963.0	28714.0	33.3	V
78.0	87916.0	2097.0	2471.0	7516.0	14.3	82.0	82207.0	2932.0	3351.0	11510.0	32.4	V
78.0	87634.0	2194.0	2644.0	7528.0	13.85	82.0	81785.0	3000.0	3556.0	11659.0	31.55	X
78.0	80421.0	2954.0	3825.0	12800.0	12.95	82.0	72992.0	3671.0	4791.0	18546.0	31.3	X
78.0	91906.0	1444.0	1663.0	4987.0	11.25	82.0	87778.0	2063.0	2440.0	7719.0	30.3	V
78.0	86992.0	2254.0	2685.0	8069.0	13.55	82.0	80874.0	3103.0	3648.0	12375.0	31.3	V
78.0	90551.0	1669.0	1907.0	5873.0	12.0	82.0	85941.0	2326.0	2736.0	8997.0	29.6	V
78.0	90763.0	1552.0	1887.0	5798.0	11.5	82.0	86262.0	2245.0	2720.0	8773.0	32.1	V
78.0	92574.0	1395.0	1494.0	4537.0	11.0	82.0	88706.0	1964.0	2337.0	6993.0	25.5	X
78.0	70104.0	3748.0	5144.0	21004.0	14.45	82.0	61993.0	3951.0	5687.0	28369.0	36.4	V
78.0	81014.0	3029.0	3779.0	12178.0	12.85	82.0	73401.0	3823.0	4932.0	17844.0	30.65	V
78.0	87743.0	2076.0	2461.0	7720.0	14.7	82.0	82239.0	2722.0	3282.0	11757.0	32.6	V
78.0	87774.0	2065.0	2425.0	7736.0	15.2	82.0	82079.0	2889.0	3502.0	11530.0	35.3	X
78.0	87746.0	2056.0	2503.0	7695.0	13.85	82.0	81946.0	2895.0	3573.0	11586.0	35.55	V
78.0	69474.0	4033.0	5269.0	21224.0	15.2	82.0	61195.0	4149.0	5893.0	28763.0	32.75	V
78.0	81336.0	2990.0	3569.0	12105.0	11.5	82.0	74151.0	3612.0	4553.0	17684.0	31.3	V
78.0	73272.0	3875.0	4906.0	17947.0	10.65	82.0	64716.0	4215.0	5948.0	25121.0	30.8	V
78.0	92267.0	1422.0	1648.0	4663.0	11.05	82.0	88073.0	2098.0	2401.0	7428.0	28.85	X
78.0	86393.0	2340.0	2751.0	8516.0	12.7	82.0	80261.0	2977.0	3858.0	12904.0	33.15	V
78.0	86396.0	2324.0	2746.0	8534.0	11.05	82.0	80267.0	3114.0	3804.0	12815.0	32.15	V
78.0	87755.0	2001.0	2402.0	7842.0	14.75	82.0	82307.0	2699.0	3371.0	11623.0	33.4	V
78.0	84452.0	2523.0	2994.0	10031.0	12.3	82.0	78024.0	3134.0	4078.0	14764.0	31.3	V
78.0	84385.0	2597.0	3051.0	9967.0	12.65	82.0	77479.0	3440.0	4308.0	14773.0	30.3	V
78.0	84316.0	2530.0	2985.0	10169.0	13.15	82.0	77959.0	3192.0	3970.0	14879.0	31.05	V
78.0	69944.0	3951.0	5167.0	20938.0	13.05	82.0	61527.0	4205.0	5886.0	28382.0	32.1	V
78.0	93860.0	1121.0	1297.0	3722.0	10.7	82.0	90581.0	1646.0	1882.0	5891.0	26.45	X
78.0	80599.0	3000.0	3701.0	12700.0	12.65	82.0	73138.0	3649.0	4839.0	18374.0	32.1	V
78.0	80599.0	3000.0	3701.0	12700.0	12.65	82.0	72978.0	3802.0	4872.0	18348.0	34.25	V
78.0	86140.0	2440.0	2887.0	8533.0	11.35	82.0	79858.0	3227.0	3815.0	13100.0	29.3	X
78.0	76922.0	3294.0	4091.0	15693.0	12.95	82.0	69281.0	3871.0	5154.0	21694.0	30.0	V
78.0	80856.0	2876.0	3699.0	12569.0	12.85	82.0	73502.0	3720.0	4639.0	18139.0	31.65	V
78.0	94152.0	1062.0	1226.0	3560.0	9.2	82.0	90958.0	1666.0	1847.0	5529.0	24.75	V
78.0	90086.0	1681.0	1999.0	6234.0	12.1	82.0	85414.0	2339.0	2823.0	9424.0	28.35	X
78.0	88321.0	2054.0	2424.0	7201.0	12.65	82.0	82957.0	2685.0	3301.0	11057.0	27.2	V
78.0	76251.0	3440.0	4373.0	15936.0	12.6	82.0	68110.0	3938.0	5422.0	22530.0	30.4	X
78.0	80865.0	3010.0	3651.0	12474.0	12.8	82.0	73413.0	3778.0	4827.0	17982.0	32.2	X
78.0	80865.0	3010.0	3651.0	12474.0	12.8	82.0	73625.0	3607.0	4692.0	18076.0	29.75	V
78.0	78269.0	3182.0	4089.0	14460.0	11.8	82.0	70598.0	3718.0	5050.0	20634.0	30.35	X
78.0	84272.0	2557.0	3111.0	10060.0	11.9	82.0	77695.0	3319.0	4181.0	14805.0	30.95	X
78.0	83993.0	2573.0	3156.0	10278.0	12.4	82.0	77314.0	3386.0	4146.0	15154.0	30.0	X
78.0	93743.0	1149.0	1334.0	3774.0	8.9	82.0	90327.0	1738.0	1976.0	5959.0	23.95	X
78.0	76435.0	3501.0	4617.0	15447.0	10.95	82.0	68045.0	4142.0	5651.0	22162.0	29.15	V
78.0	93399.0	1272.0	1403.0	3926.0	11.0	82.0	89942.0	1739.0	2041.0	6278.0	27.3	V
78.0	80492.0	2981.0	3667.0	12860.0	12.3	82.0	73262.0	3657.0	4671.0	18410.0	30.65	V
78.0	89869.0	1740.0	2108.0	6283.0	11.8	82.0	84909.0	2565.0	2931.0	9595.0	27.9	V
78.0	87970.0	2036.0	2453.0	7541.0	12.05	82.0	82216.0	2852.0	3411.0	11521.0	28.15	X
78.0	87970.0	2036.0	2453.0	7541.0	12.05	82.0	82521.0	2778.0	3301.0	11400.0	29.8	V
78.0	91891.0	1479.0	1648.0	4982.0	11.65	82.0	87764.0	2116.0	2406.0	7714.0	27.45	X
78.0	91891.0	1479.0	1648.0	4982.0	11.65	82.0	87826.0	2019.0	2491.0	7664.0	27.1	X
78.0	91891.0	1479.0	1648.0	4982.0	11.65	82.0	87813.0	2095.0	2404.0	7688.0	27.8	V
78.0	91891.0	1479.0	1648.0	4982.0	11.65	82.0	87727.0	2048.0	2510.0	7715.0	28.9	X
78.0	90679.0	1601.0	1873.0	5847.0	13.35	82.0	85974.0	2393.0	2794.0	8839.0	31.2	V
78.0	90679.0	1601.0	1873.0	5847.0	13.35	82.0	86122.0	2310.0	2714.0	8854.0	31.65	V
78.0	90679.0	1601.0	1873.0	5847.0	13.35	82.0	86164.0	2257.0	2720.0	8859.0	32.75	V
78.0	90662.0	1569.0	1836.0	5933.0	13.35	82.0	86136.0	2254.0	2670.0	8940.0	31.15	V
78.0	90662.0	1569.0	1836.0	5933.0	13.35	82.0	86190.0	2306.0	2656.0	8848.0	32.6	V
78.0	81512.0	2930.0	3496.0	12062.0	13.3	82.0	74230.0	3650.0	4629.0	17491.0	35.05	V
78.0	92567.0	1379.0	1541.0	4513.0	10.4	82.0	88591.0	1998.0	2383.0	7028.0	28.05	V
78.0	92567.0	1379.0	1541.0	4513.0	10.4	82.0	88747.0	2011.0	2233.0	7009.0	23.55	V
78.0	90888.0	1625.0	1834.0	5653.0	13.15	82.0	86417.0	2311.0	2593.0	8679.0	31.25	V
78.0	81391.0	2826.0	3603.0	12180.0	13.1	82.0	74183.0	3593.0	4584.0	17640.0	29.3	V
78.0	92935.0	1243.0	1427.0	4395.0	11.85	82.0	89324.0	1813.0	2159.0	6704.0	26.05	V
78.0	92935.0	1243.0	1427.0	4395.0	11.85	82.0	89306.0	1839.0	2165.0	6690.0	24.65	V
78.0	88020.0	2040.0	2362.0	7578.0	15.2	82.0	82707.0	2699.0	3284.0	11310.0	34.35	V
78.0	88020.0	2040.0	2362.0	7578.0	15.2	82.0	82605.0	2764.0	3330.0	11301.0	31.95	V
78.0	88020.0	2040.0	2362.0	7578.0	15.2	82.0	82551.0	2779.0	3315.0	11355.0	32.2	X
78.0	95184.0	903.0	1039.0	2874.0	14.0	82.0	92579.0	1334.0	1537.0	4550.0	28.0	X
78.0	70171.0	3775.0	5033.0	21021.0	13.15	82.0	61960.0	4077.0	5786.0	28177.0	35.15	V
78.0	83587.0	2597.0	3178.0	10638.0	13.3	82.0	76970.0	3322.0	4128.0	15580.0	33.55	X
78.0	87953.0	2159.0	2489.0	7399.0	14.35	82.0	82162.0	2847.0	3550.0	11441.0	29.15	V
78.0	78032.0	3318.0	4068.0	14582.0	12.25	82.0	70315.0	3866.0	5015.0	20804.0	33.45	X
78.0	91134.0	1619.0	1836.0	5411.0	13.6	82.0	86557.0	2266.0	2789.0	8388.0	28.05	V
78.0	91134.0	1619.0	1836.0	5411.0	13.6	82.0	86467.0	2299.0	2837.0	8397.0	29.8	X
78.0	91134.0	1619.0	1836.0	5411.0	13.6	82.0	86542.0	2329.0	2684.0	8445.0	30.3	X
78.0	80949.0	2947.0	3688.0	12416.0	14.0	82.0	73636.0	3699.0	4702.0	17963.0	28.05	X
78.0	86529.0	2259.0	2777.0	8435.0	10.65	82.0	80492.0	3044.0	3717.0	12747.0	24.45	X
78.0	97691.0	440.0	507.0	1362.0	11.2	82.0	96275.0	719.0	848.0	2158.0	25.45	X
78.0	97691.0	440.0	507.0	1362.0	11.2	82.0	96242.0	716.0	819.0	2223.0	26.95	X
78.0	97744.0	432.0	461.0	1363.0	12.15	82.0	96530.0	617.0	695.0	2158.0	25.75	V
78.0	97744.0	432.0	461.0	1363.0	12.15	82.0	96511.0	636.0	715.0	2138.0	25.3	X
78.0	91328.0	1629.0	1731.0	5312.0	13.7	82.0	86871.0	2277.0	2630.0	8222.0	31.3	X
78.0	89688.0	1844.0	2199.0	6269.0	8.4	82.0	84640.0	2529.0	3101.0	9730.0	27.05	X
78.0	94742.0	932.0	1050.0	3276.0	15.3	82.0	92089.0	1357.0	1528.0	5026.0	34.75	V
78.0	94742.0	932.0	1050.0	3276.0	15.3	82.0	91981.0	1432.0	1605.0	4982.0	33.2	V
78.0	69489.0	3983.0	5171.0	21357.0	14.3	82.0	61265.0	4105.0	5883.0	28747.0	35.15	V
78.0	91349.0	1538.0	1826.0	5287.0	14.2	82.0	87008.0	2184.0	2558.0	8250.0	30.1	V
78.0	93687.0	1222.0	1302.0	3789.0	9.35	82.0	90241.0	1732.0	2034.0	5993.0	24.25	X
78.0	93687.0	1222.0	1302.0	3789.0	9.35	82.0	90318.0	1708.0	2007.0	5967.0	24.9	X
78.0	87916.0	2097.0	2471.0	7516.0	14.3	82.0	82352.0	2811.0	3414.0	11423.0	32.9	V
78.0	87634.0	2194.0	2644.0	7528.0	13.85	82.0	81425.0	3069.0	3737.0	11769.0	36.75	X
78.0	80421.0	2954.0	3825.0	12800.0	12.95	82.0	73052.0	3664.0	4787.0	18497.0	31.7	V
78.0	91906.0	1444.0	1663.0	4987.0	11.25	82.0	87840.0	2109.0	2404.0	7647.0	28.65	V
78.0	92574.0	1395.0	1494.0	4537.0	11.0	82.0	88602.0	2066.0	2294.0	7038.0	26.25	V
78.0	69474.0	4033.0	5269.0	21224.0	15.2	82.0	61160.0	4024.0	6004.0	28812.0	35.15	V
78.0	73272.0	3875.0	4906.0	17947.0	10.65	82.0	64716.0	4246.0	5831.0	25207.0	28.0	V
78.0	92267.0	1422.0	1648.0	4663.0	11.05	82.0	88267.0	2034.0	2454.0	7245.0	28.9	X
78.0	86396.0	2324.0	2746.0	8534.0	11.05	82.0	80035.0	3136.0	3929.0	12900.0	30.3	V
78.0	84452.0	2523.0	2994.0	10031.0	12.3	82.0	77923.0	3249.0	4114.0	14714.0	32.25	X
78.0	84452.0	2523.0	2994.0	10031.0	12.3	82.0	78110.0	3199.0	4007.0	14684.0	30.6	V
78.0	84452.0	2523.0	2994.0	10031.0	12.3	82.0	78001.0	3271.0	4078.0	14650.0	29.5	V
78.0	84316.0	2530.0	2985.0	10169.0	13.15	82.0	78040.0	3150.0	3980.0	14830.0	30.3	V
78.0	69944.0	3951.0	5167.0	20938.0	13.05	82.0	61438.0	4257.0	5906.0	28399.0	35.45	X
82.0	73343.0	3573.0	4765.0	18319.0	32.95	86.0	65220.0	4021.0	5491.0	25268.0	53.7	X
82.0	69998.0	3908.0	5203.0	20891.0	31.55	86.0	61725.0	4167.0	5745.0	28363.0	54.1	V
82.0	88862.0	1924.0	2091.0	7123.0	25.55	86.0	83753.0	2628.0	2984.0	10635.0	43.6	X
82.0	79718.0	3265.0	3949.0	13068.0	29.0	86.0	71852.0	3938.0	5047.0	19163.0	49.6	V
82.0	60579.0	4181.0	6001.0	29239.0	32.15	86.0	52931.0	3787.0	5867.0	37415.0	56.15	V
82.0	83308.0	2650.0	3257.0	10785.0	30.45	86.0	76468.0	3366.0	4253.0	15913.0	54.0	V
82.0	69111.0	3845.0	5101.0	21943.0	30.8	86.0	60988.0	4096.0	5793.0	29123.0	48.55	V
82.0	73749.0	3577.0	4649.0	18025.0	31.75	86.0	65749.0	3871.0	5593.0	24787.0	49.3	X
82.0	83753.0	2687.0	3203.0	10357.0	30.15	86.0	77145.0	3290.0	4219.0	15346.0	49.6	X
82.0	61622.0	4050.0	5795.0	28533.0	36.5	86.0	53794.0	3788.0	5943.0	36475.0	57.8	X
82.0	92054.0	1326.0	1630.0	4990.0	34.5	86.0	88170.0	1931.0	2328.0	7571.0	49.45	V
82.0	91021.0	1578.0	1796.0	5605.0	24.9	86.0	86545.0	2240.0	2640.0	8575.0	43.05	X
82.0	85247.0	2409.0	2864.0	9480.0	29.0	86.0	79010.0	3138.0	3943.0	13909.0	49.45	V
82.0	61869.0	3940.0	5621.0	28570.0	32.55	86.0	54451.0	3654.0	5744.0	36151.0	57.65	V
82.0	87231.0	2168.0	2558.0	8043.0	30.65	86.0	81336.0	2925.0	3737.0	12002.0	47.7	V
82.0	68293.0	4004.0	5288.0	22415.0	32.75	86.0	60104.0	4054.0	5878.0	29964.0	49.65	V
82.0	73433.0	3746.0	4688.0	18133.0	32.4	86.0	65258.0	4035.0	5713.0	24994.0	53.65	X
82.0	77528.0	3384.0	4128.0	14960.0	30.65	86.0	69534.0	3935.0	5252.0	21279.0	52.35	V
82.0	90358.0	1722.0	1982.0	5938.0	22.25	86.0	85625.0	2356.0	2798.0	9221.0	42.4	V
82.0	68321.0	4013.0	5476.0	22190.0	31.4	86.0	59649.0	4320.0	6105.0	29926.0	51.45	V
82.0	82510.0	2825.0	3440.0	11225.0	32.75	86.0	75235.0	3644.0	4577.0	16544.0	52.35	V
82.0	73784.0	3565.0	4531.0	18120.0	32.7	86.0	65874.0	3954.0	5438.0	24734.0	53.05	X
82.0	84846.0	2510.0	2980.0	9664.0	31.7	86.0	78426.0	3237.0	4063.0	14274.0	50.6	V
82.0	80889.0	2950.0	3660.0	12501.0	27.35	86.0	73459.0	3696.0	4760.0	18085.0	50.45	V
82.0	82424.0	2798.0	3400.0	11378.0	27.7	86.0	75595.0	3363.0	4449.0	16593.0	47.55	X
82.0	83172.0	2669.0	3344.0	10815.0	31.35	86.0	76297.0	3375.0	4354.0	15974.0	51.45	X
82.0	87788.0	2099.0	2401.0	7712.0	27.45	86.0	82247.0	2809.0	3397.0	11547.0	45.25	X
82.0	81014.0	3008.0	3641.0	12337.0	31.85	86.0	73783.0	3649.0	4652.0	17916.0	50.15	X
82.0	86221.0	2269.0	2624.0	8886.0	31.45	86.0	80153.0	3041.0	3739.0	13067.0	50.0	V
82.0	86119.0	2278.0	2695.0	8908.0	30.9	86.0	80089.0	3024.0	3732.0	13155.0	50.2	X
82.0	70371.0	3863.0	4888.0	20878.0	31.15	86.0	62306.0	4050.0	5734.0	27910.0	54.85	V
82.0	86102.0	2371.0	2798.0	8729.0	28.75	86.0	79787.0	3155.0	3867.0	13191.0	55.5	V
82.0	81779.0	2935.0	3493.0	11793.0	32.85	86.0	74534.0	3561.0	4606.0	17299.0	54.7	X
82.0	89303.0	1847.0	2102.0	6748.0	24.35	86.0	84248.0	2511.0	3097.0	10144.0	44.55	V
82.0	82487.0	2802.0	3400.0	11311.0	32.4	86.0	75317.0	3579.0	4498.0	16606.0	54.7	V
82.0	88251.0	2110.0	2388.0	7251.0	28.55	86.0	82873.0	2695.0	3327.0	11105.0	50.65	X
82.0	81912.0	2820.0	3483.0	11785.0	33.15	86.0	74928.0	3523.0	4519.0	17030.0	53.2	V
82.0	77966.0	3117.0	4027.0	14890.0	30.65	86.0	70571.0	3693.0	4873.0	20863.0	50.1	X
82.0	76976.0	3425.0	4380.0	15219.0	31.2	86.0	68820.0	4154.0	5353.0	21673.0	49.05	X
82.0	62150.0	4011.0	5691.0	28148.0	34.75	86.0	54433.0	3772.0	5978.0	35817.0	59.9	X
82.0	76836.0	3419.0	4129.0	15616.0	31.6	86.0	69159.0	3837.0	5233.0	21771.0	51.95	V
82.0	70384.0	3899.0	5028.0	20689.0	30.65	86.0	62221.0	4019.0	5808.0	27952.0	53.45	V
82.0	86681.0	2248.0	2675.0	8396.0	28.4	86.0	80714.0	3037.0	3691.0	12558.0	48.9	X
82.0	73633.0	3621.0	4684.0	18062.0	32.65	86.0	65602.0	4047.0	5469.0	24882.0	51.95	X
82.0	80768.0	2944.0	3579.0	12709.0	28.3	86.0	73663.0	3657.0	4628.0	18052.0	46.95	X
82.0	80337.0	3032.0	3872.0	12759.0	25.5	86.0	72772.0	3797.0	4862.0	18569.0	46.7	V
82.0	76435.0	3416.0	4340.0	15809.0	29.15	86.0	68434.0	4008.0	5336.0	22222.0	51.7	V
82.0	76075.0	3566.0	4479.0	15880.0	32.4	86.0	67827.0	4185.0	5373.0	22615.0	53.15	X
82.0	96507.0	616.0	686.0	2191.0	25.35	86.0	94618.0	957.0	1060.0	3365.0	40.3	X
82.0	96343.0	704.0	787.0	2166.0	27.1	86.0	94168.0	1124.0	1219.0	3489.0	40.25	V
82.0	67263.0	3925.0	5361.0	23451.0	30.15	86.0	59341.0	3944.0	5885.0	30830.0	53.0	X
82.0	69132.0	4017.0	5378.0	21473.0	30.7	86.0	60684.0	4121.0	6058.0	29137.0	55.7	X
82.0	91916.0	1379.0	1663.0	5042.0	32.95	86.0	87811.0	2045.0	2419.0	7725.0	52.75	V
82.0	88316.0	1970.0	2352.0	7362.0	27.8	86.0	82808.0	2774.0	3350.0	11068.0	45.5	V
82.0	81536.0	2882.0	3508.0	12074.0	33.4	86.0	74556.0	3512.0	4421.0	17511.0	50.3	V
82.0	73973.0	3591.0	4619.0	17817.0	31.55	86.0	65853.0	4050.0	5456.0	24641.0	56.15	V
82.0	92189.0	1345.0	1639.0	4827.0	22.4	86.0	88156.0	2015.0	2349.0	7480.0	38.25	X
82.0	61183.0	4140.0	5963.0	28714.0	33.3	86.0	53395.0	3857.0	5988.0	36760.0	58.1	V
82.0	82207.0	2932.0	3351.0	11510.0	32.4	86.0	75096.0	3653.0	4530.0	16721.0	54.95	V
82.0	87778.0	2063.0	2440.0	7719.0	30.3	86.0	82223.0	2750.0	3394.0	11633.0	42.9	X
82.0	80874.0	3103.0	3648.0	12375.0	31.3	86.0	73045.0	3882.0	4969.0	18104.0	50.7	V
82.0	85941.0	2326.0	2736.0	8997.0	29.6	86.0	79859.0	3079.0	3769.0	13293.0	48.55	X
82.0	86262.0	2245.0	2720.0	8773.0	32.1	86.0	80247.0	2986.0	3707.0	13060.0	55.35	V
82.0	61993.0	3951.0	5687.0	28369.0	36.4	86.0	54315.0	3778.0	5839.0	36068.0	59.4	V
82.0	73401.0	3823.0	4932.0	17844.0	30.65	86.0	64846.0	4223.0	5794.0	25137.0	49.0	V
82.0	82239.0	2722.0	3282.0	11757.0	32.6	86.0	75434.0	3423.0	4390.0	16753.0	53.75	V
82.0	81946.0	2895.0	3573.0	11586.0	35.55	86.0	74552.0	3686.0	4770.0	16992.0	59.05	V
82.0	61195.0	4149.0	5893.0	28763.0	32.75	86.0	53317.0	3887.0	6063.0	36733.0	56.9	X
82.0	74151.0	3612.0	4553.0	17684.0	31.3	86.0	66114.0	4103.0	5391.0	24392.0	51.45	V
82.0	64716.0	4215.0	5948.0	25121.0	30.8	86.0	56339.0	4142.0	6273.0	33246.0	52.75	V
82.0	80261.0	2977.0	3858.0	12904.0	33.15	86.0	72766.0	3763.0	4856.0	18615.0	52.7	V
82.0	80267.0	3114.0	3804.0	12815.0	32.15	86.0	72713.0	3667.0	4939.0	18681.0	52.35	V
82.0	82307.0	2699.0	3371.0	11623.0	33.4	86.0	75286.0	3452.0	4531.0	16731.0	52.05	V
82.0	78024.0	3134.0	4078.0	14764.0	31.3	86.0	70449.0	3767.0	4987.0	20797.0	51.45	V
82.0	77479.0	3440.0	4308.0	14773.0	30.3	86.0	69488.0	3986.0	5237.0	21289.0	55.15	X
82.0	77959.0	3192.0	3970.0	14879.0	31.05	86.0	70398.0	3833.0	5040.0	20729.0	52.75	X
82.0	61527.0	4205.0	5886.0	28382.0	32.1	86.0	53635.0	3929.0	6065.0	36371.0	57.55	X
82.0	73138.0	3649.0	4839.0	18374.0	32.1	86.0	64993.0	3989.0	5601.0	25417.0	55.55	V
82.0	72978.0	3802.0	4872.0	18348.0	34.25	86.0	64417.0	4214.0	5905.0	25464.0	55.9	V
82.0	69281.0	3871.0	5154.0	21694.0	30.0	86.0	61136.0	4047.0	5695.0	29122.0	51.0	V
82.0	73502.0	3720.0	4639.0	18139.0	31.65	86.0	65536.0	3935.0	5528.0	25001.0	54.1	V
82.0	90958.0	1666.0	1847.0	5529.0	24.75	86.0	86384.0	2349.0	2730.0	8537.0	44.8	X
82.0	82957.0	2685.0	3301.0	11057.0	27.2	86.0	76153.0	3411.0	4377.0	16059.0	47.9	V
82.0	73625.0	3607.0	4692.0	18076.0	29.75	86.0	65709.0	3918.0	5457.0	24916.0	49.3	X
82.0	68045.0	4142.0	5651.0	22162.0	29.15	86.0	59318.0	4274.0	6260.0	30148.0	51.95	V
82.0	89942.0	1739.0	2041.0	6278.0	27.3	86.0	84819.0	2576.0	3053.0	9552.0	47.8	X
82.0	73262.0	3657.0	4671.0	18410.0	30.65	86.0	65343.0	4022.0	5547.0	25088.0	53.15	V
82.0	84909.0	2565.0	2931.0	9595.0	27.9	86.0	78266.0	3380.0	4205.0	14149.0	49.75	V
82.0	82521.0	2778.0	3301.0	11400.0	29.8	86.0	75550.0	3487.0	4465.0	16498.0	51.05	X
82.0	87813.0	2095.0	2404.0	7688.0	27.8	86.0	82291.0	2775.0	3373.0	11561.0	45.75	X
82.0	85974.0	2393.0	2794.0	8839.0	31.2	86.0	79608.0	3132.0	3974.0	13286.0	50.6	V
82.0	86122.0	2310.0	2714.0	8854.0	31.65	86.0	80074.0	3071.0	3744.0	13111.0	51.6	X
82.0	86164.0	2257.0	2720.0	8859.0	32.75	86.0	80042.0	2989.0	3852.0	13117.0	47.8	X
82.0	86136.0	2254.0	2670.0	8940.0	31.15	86.0	80071.0	3063.0	3751.0	13115.0	48.45	X
82.0	86190.0	2306.0	2656.0	8848.0	32.6	86.0	80468.0	2887.0	3548.0	13097.0	52.2	X
82.0	74230.0	3650.0	4629.0	17491.0	35.05	86.0	66279.0	4090.0	5381.0	24250.0	55.0	V
82.0	88591.0	1998.0	2383.0	7028.0	28.05	86.0	83048.0	2799.0	3301.0	10852.0	44.8	X
82.0	88747.0	2011.0	2233.0	7009.0	23.55	86.0	83301.0	2738.0	3249.0	10712.0	42.9	X
82.0	86417.0	2311.0	2593.0	8679.0	31.25	86.0	80464.0	3008.0	3655.0	12873.0	51.8	V
82.0	74183.0	3593.0	4584.0	17640.0	29.3	86.0	66057.0	4108.0	5581.0	24254.0	51.05	X
82.0	89324.0	1813.0	2159.0	6704.0	26.05	86.0	84118.0	2576.0	3110.0	10196.0	43.95	V
82.0	89306.0	1839.0	2165.0	6690.0	24.65	86.0	84198.0	2601.0	3067.0	10134.0	44.45	V
82.0	82707.0	2699.0	3284.0	11310.0	34.35	86.0	75976.0	3376.0	4318.0	16330.0	54.3	X
82.0	82605.0	2764.0	3330.0	11301.0	31.95	86.0	75475.0	3630.0	4485.0	16410.0	53.75	V
82.0	61960.0	4077.0	5786.0	28177.0	35.15	86.0	54185.0	3909.0	5936.0	35970.0	56.75	X
