# t	S	E	I	R
1.800000000011266366e+00	9.999900000000000000e+04	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.900000000011260681e+00	9.999900000000000000e+04	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
2.000000000011254997e+00	9.999900000000000000e+04	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
2.100000000011249313e+00	9.999800000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
2.200000000011243628e+00	9.999800000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
2.300000000011237944e+00	9.999800000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
2.400000000011232260e+00	9.999800000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
2.500000000011226575e+00	9.999800000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
2.600000000011220891e+00	9.999800000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
2.700000000011215207e+00	9.999800000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
2.800000000011209522e+00	9.999800000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
2.900000000011203838e+00	9.999800000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
3.000000000011198154e+00	9.999800000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
3.100000000011192469e+00	9.999800000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
3.200000000011186785e+00	9.999800000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
3.300000000011181100e+00	9.999800000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
3.400000000011175416e+00	9.999800000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
3.500000000011169732e+00	9.999800000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
3.600000000011164047e+00	9.999800000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
3.700000000011158363e+00	9.999800000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
3.800000000011152679e+00	9.999700000000000000e+04	2.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
3.900000000011146994e+00	9.999700000000000000e+04	2.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
4.000000000011141310e+00	9.999700000000000000e+04	2.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
4.100000000011135626e+00	9.999700000000000000e+04	2.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
4.200000000011129941e+00	9.999700000000000000e+04	2.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00
4.300000000011124257e+00	9.999700000000000000e+04	2.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00
4.400000000011118573e+00	9.999700000000000000e+04	2.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00
4.500000000011112888e+00	9.999700000000000000e+04	2.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00
4.600000000011107204e+00	9.999700000000000000e+04	2.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00
4.700000000011101520e+00	9.999700000000000000e+04	2.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00
4.800000000011095835e+00	9.999700000000000000e+04	2.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00
4.900000000011090151e+00	9.999700000000000000e+04	2.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00
5.000000000011084467e+00	9.999700000000000000e+04	2.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00
5.100000000011078782e+00	9.999700000000000000e+04	2.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00
5.200000000011073098e+00	9.999700000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
5.300000000011067414e+00	9.999700000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
5.400000000011061729e+00	9.999700000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
5.500000000011056045e+00	9.999700000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
5.600000000011050361e+00	9.999700000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
5.700000000011044676e+00	9.999700000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
5.800000000011038992e+00	9.999700000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
5.900000000011033308e+00	9.999700000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
6.000000000011027623e+00	9.999700000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
6.100000000011021939e+00	9.999700000000000000e+04	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
6.200000000011016255e+00	9.999600000000000000e+04	2.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
6.300000000011010570e+00	9.999600000000000000e+04	2.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
6.400000000011004886e+00	9.999500000000000000e+04	3.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
6.500000000010999202e+00	9.999500000000000000e+04	3.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
6.600000000010993517e+00	9.999200000000000000e+04	6.000000000000000000e+00	0.000000000000000000e+00	2.000000000000000000e+00
6.700000000010987833e+00	9.999200000000000000e+04	6.000000000000000000e+00	0.000000000000000000e+00	2.000000000000000000e+00
6.800000000010982149e+00	9.999200000000000000e+04	6.000000000000000000e+00	0.000000000000000000e+00	2.000000000000000000e+00
6.900000000010976464e+00	9.999200000000000000e+04	6.000000000000000000e+00	0.000000000000000000e+00	2.000000000000000000e+00
7.000000000010970780e+00	9.999200000000000000e+04	6.000000000000000000e+00	0.000000000000000000e+00	2.000000000000000000e+00
7.100000000010965095e+00	9.999200000000000000e+04	5.000000000000000000e+00	1.000000000000000000e+00	2.000000000000000000e+00
7.200000000010959411e+00	9.999200000000000000e+04	4.000000000000000000e+00	2.000000000000000000e+00	2.000000000000000000e+00
7.300000000010953727e+00	9.999200000000000000e+04	4.000000000000000000e+00	2.000000000000000000e+00	2.000000000000000000e+00
7.400000000010948042e+00	9.999200000000000000e+04	3.000000000000000000e+00	3.000000000000000000e+00	2.000000000000000000e+00
7.500000000010942358e+00	9.999200000000000000e+04	3.000000000000000000e+00	2.000000000000000000e+00	3.000000000000000000e+00
7.600000000010936674e+00	9.999200000000000000e+04	3.000000000000000000e+00	2.000000000000000000e+00	3.000000000000000000e+00
7.700000000010930989e+00	9.999200000000000000e+04	1.000000000000000000e+00	4.000000000000000000e+00	3.000000000000000000e+00
7.800000000010925305e+00	9.999200000000000000e+04	1.000000000000000000e+00	4.000000000000000000e+00	3.000000000000000000e+00
7.900000000010919621e+00	9.999100000000000000e+04	2.000000000000000000e+00	4.000000000000000000e+00	3.000000000000000000e+00
8.000000000010913936e+00	9.999100000000000000e+04	2.000000000000000000e+00	4.000000000000000000e+00	3.000000000000000000e+00
8.100000000010908252e+00	9.999000000000000000e+04	3.000000000000000000e+00	4.000000000000000000e+00	3.000000000000000000e+00
8.200000000010902568e+00	9.998900000000000000e+04	4.000000000000000000e+00	4.000000000000000000e+00	3.000000000000000000e+00
8.300000000010896883e+00	9.998900000000000000e+04	4.000000000000000000e+00	4.000000000000000000e+00	3.000000000000000000e+00
8.400000000010891199e+00	9.998900000000000000e+04	4.000000000000000000e+00	4.000000000000000000e+00	3.000000000000000000e+00
8.500000000010885515e+00	9.998900000000000000e+04	4.000000000000000000e+00	4.000000000000000000e+00	3.000000000000000000e+00
8.600000000010879830e+00	9.998900000000000000e+04	4.000000000000000000e+00	4.000000000000000000e+00	3.000000000000000000e+00
8.700000000010874146e+00	9.998900000000000000e+04	3.000000000000000000e+00	5.000000000000000000e+00	3.000000000000000000e+00
8.800000000010868462e+00	9.998700000000000000e+04	5.000000000000000000e+00	5.000000000000000000e+00	3.000000000000000000e+00
8.900000000010862777e+00	9.998600000000000000e+04	6.000000000000000000e+00	5.000000000000000000e+00	3.000000000000000000e+00
9.000000000010857093e+00	9.998600000000000000e+04	5.000000000000000000e+00	6.000000000000000000e+00	3.000000000000000000e+00
9.100000000010851409e+00	9.998600000000000000e+04	5.000000000000000000e+00	6.000000000000000000e+00	3.000000000000000000e+00
9.200000000010845724e+00	9.998600000000000000e+04	5.000000000000000000e+00	6.000000000000000000e+00	3.000000000000000000e+00
9.300000000010840040e+00	9.998500000000000000e+04	6.000000000000000000e+00	5.000000000000000000e+00	4.000000000000000000e+00
9.400000000010834356e+00	9.998500000000000000e+04	5.000000000000000000e+00	6.000000000000000000e+00	4.000000000000000000e+00
9.500000000010828671e+00	9.998500000000000000e+04	5.000000000000000000e+00	6.000000000000000000e+00	4.000000000000000000e+00
9.600000000010822987e+00	9.998500000000000000e+04	5.000000000000000000e+00	6.000000000000000000e+00	4.000000000000000000e+00
9.700000000010817303e+00	9.998500000000000000e+04	5.000000000000000000e+00	5.000000000000000000e+00	5.000000000000000000e+00
9.800000000010811618e+00	9.998500000000000000e+04	5.000000000000000000e+00	5.000000000000000000e+00	5.000000000000000000e+00
9.900000000010805934e+00	9.998400000000000000e+04	6.000000000000000000e+00	5.000000000000000000e+00	5.000000000000000000e+00
1.000000000001080025e+01	9.998300000000000000e+04	7.000000000000000000e+00	5.000000000000000000e+00	5.000000000000000000e+00
1.010000000001079457e+01	9.998300000000000000e+04	7.000000000000000000e+00	5.000000000000000000e+00	5.000000000000000000e+00
1.020000000001078888e+01	9.998300000000000000e+04	6.000000000000000000e+00	6.000000000000000000e+00	5.000000000000000000e+00
1.030000000001078320e+01	9.998200000000000000e+04	7.000000000000000000e+00	6.000000000000000000e+00	5.000000000000000000e+00
1.040000000001077751e+01	9.998200000000000000e+04	7.000000000000000000e+00	6.000000000000000000e+00	5.000000000000000000e+00
1.050000000001077183e+01	9.997900000000000000e+04	9.000000000000000000e+00	7.000000000000000000e+00	5.000000000000000000e+00
1.060000000001076614e+01	9.997900000000000000e+04	8.000000000000000000e+00	7.000000000000000000e+00	6.000000000000000000e+00
1.070000000001076046e+01	9.997900000000000000e+04	7.000000000000000000e+00	8.000000000000000000e+00	6.000000000000000000e+00
1.080000000001075477e+01	9.997800000000000000e+04	8.000000000000000000e+00	8.000000000000000000e+00	6.000000000000000000e+00
1.090000000001074909e+01	9.997800000000000000e+04	6.000000000000000000e+00	1.000000000000000000e+01	6.000000000000000000e+00
1.100000000001074341e+01	9.997700000000000000e+04	7.000000000000000000e+00	1.000000000000000000e+01	6.000000000000000000e+00
1.110000000001073772e+01	9.997500000000000000e+04	9.000000000000000000e+00	1.000000000000000000e+01	6.000000000000000000e+00
1.120000000001073204e+01	9.997400000000000000e+04	9.000000000000000000e+00	1.100000000000000000e+01	6.000000000000000000e+00
1.130000000001072635e+01	9.997300000000000000e+04	1.000000000000000000e+01	1.100000000000000000e+01	6.000000000000000000e+00
1.140000000001072067e+01	9.997300000000000000e+04	9.000000000000000000e+00	1.200000000000000000e+01	6.000000000000000000e+00
1.150000000001071498e+01	9.997200000000000000e+04	1.000000000000000000e+01	1.200000000000000000e+01	6.000000000000000000e+00
1.160000000001070930e+01	9.997100000000000000e+04	1.100000000000000000e+01	1.200000000000000000e+01	6.000000000000000000e+00
1.170000000001070362e+01	9.997000000000000000e+04	1.100000000000000000e+01	1.300000000000000000e+01	6.000000000000000000e+00
1.180000000001069793e+01	9.997000000000000000e+04	1.100000000000000000e+01	1.300000000000000000e+01	6.000000000000000000e+00
1.190000000001069225e+01	9.997000000000000000e+04	1.000000000000000000e+01	1.400000000000000000e+01	6.000000000000000000e+00
1.200000000001068656e+01	9.997000000000000000e+04	1.000000000000000000e+01	1.400000000000000000e+01	6.000000000000000000e+00
1.210000000001068088e+01	9.996900000000000000e+04	1.100000000000000000e+01	1.400000000000000000e+01	6.000000000000000000e+00
1.220000000001067519e+01	9.996800000000000000e+04	1.200000000000000000e+01	1.300000000000000000e+01	7.000000000000000000e+00
1.230000000001066951e+01	9.996800000000000000e+04	1.200000000000000000e+01	1.300000000000000000e+01	7.000000000000000000e+00
1.240000000001066383e+01	9.996800000000000000e+04	1.000000000000000000e+01	1.500000000000000000e+01	7.000000000000000000e+00
1.250000000001065814e+01	9.996800000000000000e+04	1.000000000000000000e+01	1.300000000000000000e+01	9.000000000000000000e+00
1.260000000001065246e+01	9.996800000000000000e+04	1.000000000000000000e+01	1.100000000000000000e+01	1.100000000000000000e+01
1.270000000001064677e+01	9.996800000000000000e+04	8.000000000000000000e+00	1.200000000000000000e+01	1.200000000000000000e+01
1.280000000001064109e+01	9.996600000000000000e+04	1.000000000000000000e+01	1.100000000000000000e+01	1.300000000000000000e+01
1.290000000001063540e+01	9.996500000000000000e+04	9.000000000000000000e+00	1.300000000000000000e+01	1.300000000000000000e+01
1.300000000001062972e+01	9.996400000000000000e+04	1.000000000000000000e+01	1.200000000000000000e+01	1.400000000000000000e+01
1.310000000001062403e+01	9.996300000000000000e+04	1.000000000000000000e+01	1.300000000000000000e+01	1.400000000000000000e+01
1.320000000001061835e+01	9.996300000000000000e+04	1.000000000000000000e+01	1.300000000000000000e+01	1.400000000000000000e+01
1.330000000001061267e+01	9.996100000000000000e+04	1.200000000000000000e+01	1.300000000000000000e+01	1.400000000000000000e+01
1.340000000001060698e+01	9.995900000000000000e+04	1.200000000000000000e+01	1.400000000000000000e+01	1.500000000000000000e+01
1.350000000001060130e+01	9.995800000000000000e+04	1.300000000000000000e+01	1.400000000000000000e+01	1.500000000000000000e+01
1.360000000001059561e+01	9.995700000000000000e+04	1.300000000000000000e+01	1.400000000000000000e+01	1.600000000000000000e+01
1.370000000001058993e+01	9.995700000000000000e+04	1.200000000000000000e+01	1.500000000000000000e+01	1.600000000000000000e+01
1.380000000001058424e+01	9.995600000000000000e+04	1.200000000000000000e+01	1.500000000000000000e+01	1.700000000000000000e+01
1.390000000001057856e+01	9.995600000000000000e+04	9.000000000000000000e+00	1.800000000000000000e+01	1.700000000000000000e+01
1.400000000001057288e+01	9.995600000000000000e+04	9.000000000000000000e+00	1.800000000000000000e+01	1.700000000000000000e+01
1.410000000001056719e+01	9.995500000000000000e+04	9.000000000000000000e+00	1.800000000000000000e+01	1.800000000000000000e+01
1.420000000001056151e+01	9.995300000000000000e+04	1.000000000000000000e+01	1.900000000000000000e+01	1.800000000000000000e+01
1.430000000001055582e+01	9.995200000000000000e+04	1.000000000000000000e+01	2.000000000000000000e+01	1.800000000000000000e+01
1.440000000001055014e+01	9.995100000000000000e+04	1.000000000000000000e+01	2.000000000000000000e+01	1.900000000000000000e+01
1.450000000001054445e+01	9.995000000000000000e+04	1.100000000000000000e+01	1.800000000000000000e+01	2.100000000000000000e+01
1.460000000001053877e+01	9.994800000000000000e+04	1.200000000000000000e+01	1.900000000000000000e+01	2.100000000000000000e+01
1.470000000001053309e+01	9.994700000000000000e+04	1.200000000000000000e+01	1.900000000000000000e+01	2.200000000000000000e+01
1.480000000001052740e+01	9.994600000000000000e+04	1.300000000000000000e+01	1.900000000000000000e+01	2.200000000000000000e+01
1.490000000001052172e+01	9.994500000000000000e+04	1.400000000000000000e+01	1.700000000000000000e+01	2.400000000000000000e+01
1.500000000001051603e+01	9.994400000000000000e+04	1.200000000000000000e+01	2.000000000000000000e+01	2.400000000000000000e+01
1.510000000001051035e+01	9.994300000000000000e+04	1.300000000000000000e+01	1.800000000000000000e+01	2.600000000000000000e+01
1.520000000001050466e+01	9.994200000000000000e+04	1.300000000000000000e+01	1.900000000000000000e+01	2.600000000000000000e+01
1.530000000001049898e+01	9.993900000000000000e+04	1.400000000000000000e+01	2.100000000000000000e+01	2.600000000000000000e+01
1.540000000001049330e+01	9.993800000000000000e+04	1.400000000000000000e+01	2.100000000000000000e+01	2.700000000000000000e+01
1.550000000001048761e+01	9.993800000000000000e+04	1.400000000000000000e+01	2.000000000000000000e+01	2.800000000000000000e+01
1.560000000001048193e+01	9.993400000000000000e+04	1.800000000000000000e+01	2.000000000000000000e+01	2.800000000000000000e+01
1.570000000001047624e+01	9.993200000000000000e+04	1.800000000000000000e+01	2.200000000000000000e+01	2.800000000000000000e+01
1.580000000001047056e+01	9.993100000000000000e+04	1.700000000000000000e+01	2.200000000000000000e+01	3.000000000000000000e+01
1.590000000001046487e+01	9.992900000000000000e+04	1.900000000000000000e+01	2.000000000000000000e+01	3.200000000000000000e+01
1.600000000001045919e+01	9.992800000000000000e+04	1.800000000000000000e+01	2.100000000000000000e+01	3.300000000000000000e+01
1.610000000001045350e+01	9.992600000000000000e+04	1.900000000000000000e+01	2.200000000000000000e+01	3.300000000000000000e+01
1.620000000001044782e+01	9.992600000000000000e+04	1.800000000000000000e+01	2.300000000000000000e+01	3.300000000000000000e+01
1.630000000001044214e+01	9.992500000000000000e+04	1.800000000000000000e+01	2.400000000000000000e+01	3.300000000000000000e+01
1.640000000001043645e+01	9.992200000000000000e+04	2.100000000000000000e+01	2.400000000000000000e+01	3.300000000000000000e+01
1.650000000001043077e+01	9.991700000000000000e+04	2.600000000000000000e+01	2.300000000000000000e+01	3.400000000000000000e+01
1.660000000001042508e+01	9.991700000000000000e+04	2.600000000000000000e+01	2.300000000000000000e+01	3.400000000000000000e+01
1.670000000001041940e+01	9.991700000000000000e+04	2.600000000000000000e+01	2.300000000000000000e+01	3.400000000000000000e+01
1.680000000001041371e+01	9.991400000000000000e+04	2.500000000000000000e+01	2.700000000000000000e+01	3.400000000000000000e+01
1.690000000001040803e+01	9.991100000000000000e+04	2.600000000000000000e+01	2.900000000000000000e+01	3.400000000000000000e+01
1.700000000001040235e+01	9.991100000000000000e+04	2.400000000000000000e+01	3.000000000000000000e+01	3.500000000000000000e+01
1.710000000001039666e+01	9.991100000000000000e+04	2.400000000000000000e+01	2.900000000000000000e+01	3.600000000000000000e+01
1.720000000001039098e+01	9.990600000000000000e+04	2.900000000000000000e+01	2.800000000000000000e+01	3.700000000000000000e+01
1.730000000001038529e+01	9.990500000000000000e+04	2.800000000000000000e+01	2.900000000000000000e+01	3.800000000000000000e+01
1.740000000001037961e+01	9.990300000000000000e+04	2.700000000000000000e+01	3.200000000000000000e+01	3.800000000000000000e+01
1.750000000001037392e+01	9.990100000000000000e+04	2.600000000000000000e+01	3.400000000000000000e+01	3.900000000000000000e+01
1.760000000001036824e+01	9.990000000000000000e+04	2.500000000000000000e+01	3.400000000000000000e+01	4.100000000000000000e+01
1.770000000001036256e+01	9.989700000000000000e+04	2.600000000000000000e+01	3.400000000000000000e+01	4.300000000000000000e+01
1.780000000001035687e+01	9.989400000000000000e+04	2.500000000000000000e+01	3.800000000000000000e+01	4.300000000000000000e+01
1.790000000001035119e+01	9.989300000000000000e+04	2.600000000000000000e+01	3.500000000000000000e+01	4.600000000000000000e+01
1.800000000001034550e+01	9.989100000000000000e+04	2.700000000000000000e+01	3.600000000000000000e+01	4.600000000000000000e+01
1.810000000001033982e+01	9.989000000000000000e+04	2.800000000000000000e+01	3.500000000000000000e+01	4.700000000000000000e+01
1.820000000001033413e+01	9.988900000000000000e+04	2.800000000000000000e+01	3.400000000000000000e+01	4.900000000000000000e+01
1.830000000001032845e+01	9.988600000000000000e+04	3.000000000000000000e+01	3.400000000000000000e+01	5.000000000000000000e+01
1.840000000001032276e+01	9.988500000000000000e+04	3.000000000000000000e+01	3.100000000000000000e+01	5.400000000000000000e+01
1.850000000001031708e+01	9.988200000000000000e+04	3.300000000000000000e+01	3.000000000000000000e+01	5.500000000000000000e+01
1.860000000001031140e+01	9.988100000000000000e+04	3.100000000000000000e+01	3.200000000000000000e+01	5.600000000000000000e+01
1.870000000001030571e+01	9.987700000000000000e+04	3.400000000000000000e+01	3.100000000000000000e+01	5.800000000000000000e+01
1.880000000001030003e+01	9.987500000000000000e+04	3.600000000000000000e+01	2.800000000000000000e+01	6.100000000000000000e+01
1.890000000001029434e+01	9.987500000000000000e+04	3.400000000000000000e+01	2.700000000000000000e+01	6.400000000000000000e+01
1.900000000001028866e+01	9.987300000000000000e+04	3.400000000000000000e+01	2.600000000000000000e+01	6.700000000000000000e+01
1.910000000001028297e+01	9.987100000000000000e+04	3.500000000000000000e+01	2.700000000000000000e+01	6.700000000000000000e+01
1.920000000001027729e+01	9.986900000000000000e+04	3.600000000000000000e+01	2.800000000000000000e+01	6.700000000000000000e+01
1.930000000001027161e+01	9.986700000000000000e+04	3.500000000000000000e+01	3.000000000000000000e+01	6.800000000000000000e+01
1.940000000001026592e+01	9.986600000000000000e+04	3.400000000000000000e+01	3.100000000000000000e+01	6.900000000000000000e+01
1.950000000001026024e+01	9.986500000000000000e+04	3.500000000000000000e+01	3.000000000000000000e+01	7.000000000000000000e+01
1.960000000001025455e+01	9.986500000000000000e+04	3.400000000000000000e+01	3.100000000000000000e+01	7.000000000000000000e+01
1.970000000001024887e+01	9.986200000000000000e+04	3.700000000000000000e+01	3.000000000000000000e+01	7.100000000000000000e+01
1.980000000001024318e+01	9.986200000000000000e+04	3.400000000000000000e+01	3.100000000000000000e+01	7.300000000000000000e+01
1.990000000001023750e+01	9.985900000000000000e+04	3.600000000000000000e+01	3.100000000000000000e+01	7.400000000000000000e+01
2.000000000001023182e+01	9.985600000000000000e+04	3.800000000000000000e+01	3.200000000000000000e+01	7.400000000000000000e+01
2.010000000001022613e+01	9.985500000000000000e+04	3.700000000000000000e+01	3.400000000000000000e+01	7.400000000000000000e+01
2.020000000001022045e+01	9.985400000000000000e+04	3.700000000000000000e+01	3.200000000000000000e+01	7.700000000000000000e+01
2.030000000001021476e+01	9.985200000000000000e+04	3.700000000000000000e+01	3.400000000000000000e+01	7.700000000000000000e+01
2.040000000001020908e+01	9.984900000000000000e+04	3.700000000000000000e+01	3.700000000000000000e+01	7.700000000000000000e+01
2.050000000001020339e+01	9.984400000000000000e+04	3.800000000000000000e+01	3.900000000000000000e+01	7.900000000000000000e+01
2.060000000001019771e+01	9.984200000000000000e+04	3.900000000000000000e+01	3.600000000000000000e+01	8.300000000000000000e+01
2.070000000001019203e+01	9.984100000000000000e+04	3.500000000000000000e+01	3.900000000000000000e+01	8.500000000000000000e+01
2.080000000001018634e+01	9.984000000000000000e+04	3.500000000000000000e+01	4.000000000000000000e+01	8.500000000000000000e+01
2.090000000001018066e+01	9.983700000000000000e+04	3.500000000000000000e+01	4.300000000000000000e+01	8.500000000000000000e+01
2.100000000001017497e+01	9.983700000000000000e+04	3.300000000000000000e+01	4.400000000000000000e+01	8.600000000000000000e+01
2.110000000001016929e+01	9.983300000000000000e+04	3.500000000000000000e+01	4.400000000000000000e+01	8.800000000000000000e+01
2.120000000001016360e+01	9.983100000000000000e+04	3.500000000000000000e+01	4.400000000000000000e+01	9.000000000000000000e+01
2.130000000001015792e+01	9.982700000000000000e+04	3.600000000000000000e+01	4.500000000000000000e+01	9.200000000000000000e+01
2.140000000001015223e+01	9.982500000000000000e+04	3.500000000000000000e+01	4.600000000000000000e+01	9.400000000000000000e+01
2.150000000001014655e+01	9.982200000000000000e+04	3.500000000000000000e+01	4.600000000000000000e+01	9.700000000000000000e+01
2.160000000001014087e+01	9.981600000000000000e+04	4.000000000000000000e+01	4.600000000000000000e+01	9.800000000000000000e+01
2.170000000001013518e+01	9.981100000000000000e+04	4.400000000000000000e+01	4.600000000000000000e+01	9.900000000000000000e+01
2.180000000001012950e+01	9.980700000000000000e+04	4.500000000000000000e+01	4.700000000000000000e+01	1.010000000000000000e+02
2.190000000001012381e+01	9.980500000000000000e+04	4.400000000000000000e+01	4.800000000000000000e+01	1.030000000000000000e+02
2.200000000001011813e+01	9.980300000000000000e+04	4.500000000000000000e+01	4.600000000000000000e+01	1.060000000000000000e+02
2.210000000001011244e+01	9.980100000000000000e+04	4.400000000000000000e+01	4.400000000000000000e+01	1.110000000000000000e+02
2.220000000001010676e+01	9.979700000000000000e+04	4.800000000000000000e+01	4.400000000000000000e+01	1.110000000000000000e+02
2.230000000001010108e+01	9.979400000000000000e+04	4.800000000000000000e+01	4.500000000000000000e+01	1.130000000000000000e+02
2.240000000001009539e+01	9.979200000000000000e+04	4.600000000000000000e+01	4.800000000000000000e+01	1.140000000000000000e+02
2.250000000001008971e+01	9.979000000000000000e+04	4.700000000000000000e+01	4.700000000000000000e+01	1.160000000000000000e+02
2.260000000001008402e+01	9.978600000000000000e+04	4.900000000000000000e+01	4.500000000000000000e+01	1.200000000000000000e+02
2.270000000001007834e+01	9.978400000000000000e+04	4.800000000000000000e+01	4.700000000000000000e+01	1.210000000000000000e+02
2.280000000001007265e+01	9.978300000000000000e+04	4.700000000000000000e+01	4.800000000000000000e+01	1.220000000000000000e+02
2.290000000001006697e+01	9.978100000000000000e+04	4.700000000000000000e+01	4.400000000000000000e+01	1.280000000000000000e+02
2.300000000001006129e+01	9.978000000000000000e+04	4.500000000000000000e+01	4.600000000000000000e+01	1.290000000000000000e+02
2.310000000001005560e+01	9.977800000000000000e+04	4.500000000000000000e+01	4.800000000000000000e+01	1.290000000000000000e+02
