R0	timestart	mean_logL	sim_no
1.0	-50.0	-16.16274411649274	20
1.0	-48.0	-16.18933967075119	20
1.0	-46.0	-16.12804235359696	20
1.0	-44.0	-16.09571445181542	20
1.0	-42.0	-16.1148095829521	20
1.0	-40.0	-15.995784142696829	20
1.0	-38.0	-16.275362028290466	20
1.0	-36.0	-15.998347455760873	20
1.0	-34.0	-15.910903109991875	20
1.0	-32.0	-16.239616465190558	20
1.0	-30.0	-15.937538313969322	20
1.0	-28.0	-15.901205840419752	20
1.0	-26.0	-16.065585118258376	20
1.0	-24.0	-15.92381588433636	20
1.0	-22.0	-16.057433821019593	20
1.0	-20.0	-16.12025761245082	20
1.0	-18.0	-16.128273745614003	20
1.0	-16.0	-15.895394141973739	20
1.0	-14.0	-16.102637250050304	20
1.0	-12.0	-15.974575683923856	20
1.0	-10.0	-16.187394225269035	20
1.0	-8.0	-16.262752264466624	20
1.0	-6.0	-16.399323805145123	20
1.0	-4.0	-16.30565271467536	20
1.0	-2.0	-16.46703353778794	20
1.0	0.0	-16.493679608400925	20
1.0	2.0	-16.839148668354333	20
1.0	4.0	-16.940856015266004	20
1.0	6.0	-17.611321391734176	20
1.0	8.0	-17.67949666983597	20
1.0	10.0	-17.83252463972035	20
1.0	12.0	-18.70595063967557	20
1.0	14.0	-18.746031995982342	20
1.0	16.0	-19.6406029432723	20
1.0	18.0	-20.532645727242393	20
1.0	20.0		20
1.0	22.0		20
1.0	24.0		20
1.0	26.0		20
1.0	28.0		20
1.0	30.0		20
1.0	32.0		20
1.0	34.0		20
1.0	36.0		20
1.1	-50.0	-16.009724414210147	20
1.1	-48.0	-15.839138708483194	20
1.1	-46.0	-15.691217003182626	20
1.1	-44.0	-15.772407424012187	20
1.1	-42.0	-15.592696734061168	20
1.1	-40.0	-15.552439855055031	20
1.1	-38.0	-15.702910921411123	20
1.1	-36.0	-15.449073557058862	20
1.1	-34.0	-15.393663160956057	20
1.1	-32.0	-15.40302612761587	20
1.1	-30.0	-15.353488980426212	20
1.1	-28.0	-15.370232358779802	20
1.1	-26.0	-15.317848467750323	20
1.1	-24.0	-15.407079363765025	20
1.1	-22.0	-15.258664065834978	20
1.1	-20.0	-15.192599491052192	20
1.1	-18.0	-15.264624959486436	20
1.1	-16.0	-15.21276333611738	20
1.1	-14.0	-15.143140636396996	20
1.1	-12.0	-15.192603436195157	20
1.1	-10.0	-15.186918815220087	20
1.1	-8.0	-15.142752005261457	20
1.1	-6.0	-15.209979465112815	20
1.1	-4.0	-15.179163567131024	20
1.1	-2.0	-15.324110864388533	20
1.1	0.0	-15.35119657113091	20
1.1	2.0	-15.504970535529642	20
1.1	4.0	-15.657198644976848	20
1.1	6.0	-15.718988724964953	20
1.1	8.0	-16.0684077157565	20
1.1	10.0	-16.34805579876086	20
1.1	12.0	-16.947390226075306	20
1.1	14.0	-17.48181765159145	20
1.1	16.0	-18.08998938753099	20
1.1	18.0	-18.16344486188159	20
1.1	20.0	-19.455258614767594	20
1.1	22.0		20
1.1	24.0		20
1.1	26.0		20
1.1	28.0		20
1.1	30.0		20
1.1	32.0		20
1.1	34.0		20
1.1	36.0		20
1.2	-50.0	-16.142459575324384	20
1.2	-48.0	-16.15600328933741	20
1.2	-46.0	-16.2694414621993	20
1.2	-44.0	-15.790057729006458	20
1.2	-42.0	-15.833708062285499	20
1.2	-40.0	-15.503918692687558	20
1.2	-38.0	-15.586455689648925	20
1.2	-36.0	-15.517906702274846	20
1.2	-34.0	-15.567712791679412	20
1.2	-32.0	-15.440698886526187	20
1.2	-30.0	-15.32547952765386	20
1.2	-28.0	-15.08080595730134	20
1.2	-26.0	-15.173264764279839	20
1.2	-24.0	-15.215987700242414	20
1.2	-22.0	-15.164049705166752	20
1.2	-20.0	-14.950656589007584	20
1.2	-18.0	-15.00534478540035	20
1.2	-16.0	-14.859532558971049	20
1.2	-14.0	-14.860826716314383	20
1.2	-12.0	-14.685921135173473	20
1.2	-10.0	-14.667700866423669	20
1.2	-8.0	-14.768263279145899	20
1.2	-6.0	-14.744375573754592	20
1.2	-4.0	-14.670059560044322	20
1.2	-2.0	-14.608831650023921	20
1.2	0.0	-14.72331139907935	20
1.2	2.0	-14.761110941652607	20
1.2	4.0	-14.862189828325032	20
1.2	6.0	-14.968297112456037	20
1.2	8.0	-15.243291225641656	20
1.2	10.0	-15.518709712901138	20
1.2	12.0	-16.0798064416808	20
1.2	14.0	-16.208509383600802	20
1.2	16.0	-16.467449675811327	20
1.2	18.0	-17.173807586314673	20
1.2	20.0	-17.96309620073658	20
1.2	22.0	-19.56836401642125	20
1.2	24.0		20
1.2	26.0		20
1.2	28.0		20
1.2	30.0		20
1.2	32.0		20
1.2	34.0		20
1.2	36.0		20
1.3	-50.0	-17.039783383714443	20
1.3	-48.0	-16.86677130541701	20
1.3	-46.0	-16.837288404918624	20
1.3	-44.0	-16.666130712573512	20
1.3	-42.0	-16.665194082811286	20
1.3	-40.0	-16.68931043059808	20
1.3	-38.0	-16.0943975760946	20
1.3	-36.0	-15.827698030457517	20
1.3	-34.0	-15.899431341452635	20
1.3	-32.0	-15.680593410795677	20
1.3	-30.0	-15.560064380308443	20
1.3	-28.0	-15.60076526396739	20
1.3	-26.0	-15.259238176224889	20
1.3	-24.0	-15.304202570398763	20
1.3	-22.0	-15.195777862831045	20
1.3	-20.0	-15.023615878014686	20
1.3	-18.0	-14.975297908986573	20
1.3	-16.0	-14.82348939428953	20
1.3	-14.0	-14.842803124790027	20
1.3	-12.0	-14.652573966891424	20
1.3	-10.0	-14.606766337541936	20
1.3	-8.0	-14.431982993541244	20
1.3	-6.0	-14.430985185080544	20
1.3	-4.0	-14.361872626522304	20
1.3	-2.0	-14.364440131161093	20
1.3	0.0	-14.371882942166096	20
1.3	2.0	-14.418721179076368	20
1.3	4.0	-14.34665055640205	20
1.3	6.0	-14.494174010261597	20
1.3	8.0	-14.54358154914309	20
1.3	10.0	-14.83009708761968	20
1.3	12.0	-15.104198025635839	20
1.3	14.0	-15.402002774552297	20
1.3	16.0	-15.779574935162724	20
1.3	18.0	-16.572802752564776	20
1.3	20.0	-17.21517061793219	20
1.3	22.0	-18.218945092664917	20
1.3	24.0	-21.32088462679122	20
1.3	26.0		20
1.3	28.0		20
1.3	30.0		20
1.3	32.0		20
1.3	34.0		20
1.3	36.0		20
1.4	-50.0	-20.154524002969033	20
1.4	-48.0	-21.95323023353066	20
1.4	-46.0	-20.14568173134172	20
1.4	-44.0	-19.705345072825835	20
1.4	-42.0	-17.853858616859277	20
1.4	-40.0	-18.010123240911952	20
1.4	-38.0	-17.532375574973354	20
1.4	-36.0	-17.819331088759345	20
1.4	-34.0	-16.714928760516703	20
1.4	-32.0	-16.25428791776953	20
1.4	-30.0	-16.490120184393913	20
1.4	-28.0	-16.315221163612804	20
1.4	-26.0	-16.122270410326117	20
1.4	-24.0	-16.09864907430802	20
1.4	-22.0	-15.825080284550353	20
1.4	-20.0	-15.245145490491637	20
1.4	-18.0	-15.285183738542184	20
1.4	-16.0	-15.039520217357003	20
1.4	-14.0	-14.898847481307559	20
1.4	-12.0	-14.848671027850227	20
1.4	-10.0	-14.694540965567075	20
1.4	-8.0	-14.609110073005784	20
1.4	-6.0	-14.42453675731878	20
1.4	-4.0	-14.271133365582063	20
1.4	-2.0	-14.286678737678503	20
1.4	0.0	-14.164404985371288	20
1.4	2.0	-14.155494808408458	20
1.4	4.0	-14.117049314069622	20
1.4	6.0	-14.140005251519913	20
1.4	8.0	-14.193601498257081	20
1.4	10.0	-14.19851336303561	20
1.4	12.0	-14.483653608691744	20
1.4	14.0	-14.67319851970366	20
1.4	16.0	-15.173670317091247	20
1.4	18.0	-15.873554771885171	20
1.4	20.0	-16.252350861599236	20
1.4	22.0	-17.17661428669766	20
1.4	24.0	-18.66825939797316	20
1.4	26.0		20
1.4	28.0		20
1.4	30.0		20
1.4	32.0		20
1.4	34.0		20
1.4	36.0		20
1.5	-50.0	-32.047417026844116	20
1.5	-48.0	-31.30665895669079	20
1.5	-46.0	-27.448458189099853	20
1.5	-44.0	-22.802711427299432	20
1.5	-42.0	-25.902273233688568	20
1.5	-40.0	-22.891883860302805	20
1.5	-38.0	-20.757737864195096	20
1.5	-36.0	-19.155853148361892	20
1.5	-34.0	-20.626106640033594	20
1.5	-32.0	-18.0428671528678	20
1.5	-30.0	-17.45761518464102	20
1.5	-28.0	-17.71428166792233	20
1.5	-26.0	-16.446558660243355	20
1.5	-24.0	-16.361478938526012	20
1.5	-22.0	-16.419469879100816	20
1.5	-20.0	-16.077405549640783	20
1.5	-18.0	-15.777387292009314	20
1.5	-16.0	-15.546932278195063	20
1.5	-14.0	-15.590224285858147	20
1.5	-12.0	-15.088490108949056	20
1.5	-10.0	-14.902654489180165	20
1.5	-8.0	-14.741469040125049	20
1.5	-6.0	-14.674097473159728	20
1.5	-4.0	-14.457246177585242	20
1.5	-2.0	-14.35570570038739	20
1.5	0.0	-14.247458616992635	20
1.5	2.0	-14.158951164605057	20
1.5	4.0	-14.071336175516194	20
1.5	6.0	-14.015167110449076	20
1.5	8.0	-14.025127376095872	20
1.5	10.0	-13.969156944582233	20
1.5	12.0	-14.169447276518486	20
1.5	14.0	-14.348339419022546	20
1.5	16.0	-14.71053549123523	20
1.5	18.0	-15.161404749569197	20
1.5	20.0	-15.498640442489915	20
1.5	22.0	-16.64526661883371	20
1.5	24.0	-17.82404970533856	20
1.5	26.0		20
1.5	28.0		20
1.5	30.0		20
1.5	32.0		20
1.5	34.0		20
1.5	36.0		20
1.6	-50.0	-52.03904850652674	20
1.6	-48.0	-50.16603674030688	20
1.6	-46.0	-36.479474225266465	20
1.6	-44.0	-41.19514945835666	20
1.6	-42.0	-43.17283510172642	20
1.6	-40.0	-35.312618322452316	20
1.6	-38.0	-32.56031865470615	20
1.6	-36.0	-23.55781608933876	20
1.6	-34.0	-30.893456678834134	20
1.6	-32.0	-21.19019611966595	20
1.6	-30.0	-19.535017286949387	20
1.6	-28.0	-20.678704261601617	20
1.6	-26.0	-19.224105569146154	20
1.6	-24.0	-17.690255561850833	20
1.6	-22.0	-17.004684153130867	20
1.6	-20.0	-16.87038443031424	20
1.6	-18.0	-16.336622084781844	20
1.6	-16.0	-15.956740509391219	20
1.6	-14.0	-16.540855033720813	20
1.6	-12.0	-15.509472954913672	20
1.6	-10.0	-15.486323439198276	20
1.6	-8.0	-15.232660105241346	20
1.6	-6.0	-14.924415032653254	20
1.6	-4.0	-14.845435885878029	20
1.6	-2.0	-14.558509157530233	20
1.6	0.0	-14.39815144031886	20
1.6	2.0	-14.30374593077332	20
1.6	4.0	-14.102464529749781	20
1.6	6.0	-14.104957048610231	20
1.6	8.0	-13.912001329119514	20
1.6	10.0	-13.90830725591773	20
1.6	12.0	-13.882038337074178	20
1.6	14.0	-14.189703243261764	20
1.6	16.0	-14.209157646007213	20
1.6	18.0	-14.599901417401423	20
1.6	20.0	-15.350685753861105	20
1.6	22.0	-16.00688731655879	20
1.6	24.0	-16.989356640934215	20
1.6	26.0	-18.764206182194755	20
1.6	28.0		20
1.6	30.0		20
1.6	32.0		20
1.6	34.0		20
1.6	36.0		20
1.7	-50.0	-79.69698058986995	20
1.7	-48.0	-71.93136246116822	20
1.7	-46.0	-67.09467515922952	20
1.7	-44.0	-52.47557962318071	20
1.7	-42.0	-47.01131456014686	20
1.7	-40.0	-46.34191123230761	20
1.7	-38.0	-44.59084478479756	20
1.7	-36.0	-33.275067649268735	20
1.7	-34.0	-38.00007361878163	20
1.7	-32.0	-26.328308058253555	20
1.7	-30.0	-28.588627440458726	20
1.7	-28.0	-24.395258813541517	20
1.7	-26.0	-23.0911581862039	20
1.7	-24.0	-22.61713397265462	20
1.7	-22.0	-19.23853340773886	20
1.7	-20.0	-17.472552343710028	20
1.7	-18.0	-17.01624297006667	20
1.7	-16.0	-17.317427021422343	20
1.7	-14.0	-16.77535275830284	20
1.7	-12.0	-16.151232873197333	20
1.7	-10.0	-15.71788368371744	20
1.7	-8.0	-15.801073866250642	20
1.7	-6.0	-15.436428351539494	20
1.7	-4.0	-15.213339520910628	20
1.7	-2.0	-14.856298264562852	20
1.7	0.0	-14.784276486065867	20
1.7	2.0	-14.54773437122616	20
1.7	4.0	-14.296023196438217	20
1.7	6.0	-14.131549511653622	20
1.7	8.0	-14.020090929352182	20
1.7	10.0	-13.911204723780406	20
1.7	12.0	-13.88801841338985	20
1.7	14.0	-13.973686902130556	20
1.7	16.0	-14.004379346299737	20
1.7	18.0	-14.344769563211305	20
1.7	20.0	-14.874696983224485	20
1.7	22.0	-15.531975360182065	20
1.7	24.0	-16.51552529408324	20
1.7	26.0	-18.41032391686081	20
1.7	28.0		20
1.7	30.0		20
1.7	32.0		20
1.7	34.0		20
1.7	36.0		20
1.8	-50.0	-84.1369329540829	20
1.8	-48.0	-89.62675567183162	20
1.8	-46.0	-87.67292537706012	20
1.8	-44.0	-77.96573283239562	20
1.8	-42.0	-74.83252799851755	20
1.8	-40.0	-60.6472420258203	20
1.8	-38.0	-53.20403357750856	20
1.8	-36.0	-52.621709819008096	20
1.8	-34.0	-49.31553140112706	20
1.8	-32.0	-48.04486405161325	20
1.8	-30.0	-34.19093091032362	20
1.8	-28.0	-34.136088558050496	20
1.8	-26.0	-30.46066090000437	20
1.8	-24.0	-19.890885564748903	20
1.8	-22.0	-22.21303366995204	20
1.8	-20.0	-21.787755614497044	20
1.8	-18.0	-19.878951425190373	20
1.8	-16.0	-18.583232830458698	20
1.8	-14.0	-18.29161554100424	20
1.8	-12.0	-17.229795034408575	20
1.8	-10.0	-16.476272488560138	20
1.8	-8.0	-16.47856242262936	20
1.8	-6.0	-16.072350472551317	20
1.8	-4.0	-15.560230972184158	20
1.8	-2.0	-15.460868949036316	20
1.8	0.0	-15.064172782887585	20
1.8	2.0	-14.700979059778508	20
1.8	4.0	-14.562707747841353	20
1.8	6.0	-14.316919480713233	20
1.8	8.0	-14.113356547117878	20
1.8	10.0	-14.000790580396451	20
1.8	12.0	-13.835014237596747	20
1.8	14.0	-13.825528829674948	20
1.8	16.0	-13.953782118151732	20
1.8	18.0	-14.163044611967583	20
1.8	20.0	-14.5340383077018	20
1.8	22.0	-15.170745129374861	20
1.8	24.0	-16.192854317684027	20
1.8	26.0	-17.623766824780475	20
1.8	28.0	-inf	20
1.8	30.0		20
1.8	32.0		20
1.8	34.0		20
1.8	36.0		20
1.9	-50.0	-114.53116405714297	20
1.9	-48.0	-100.17522642006577	20
1.9	-46.0	-101.07469947522412	20
1.9	-44.0	-92.20301862195514	20
1.9	-42.0	-86.83795480221997	20
1.9	-40.0	-73.37471255002035	20
1.9	-38.0	-62.86480538373445	20
1.9	-36.0	-68.87872274106253	20
1.9	-34.0	-60.38260387680391	20
1.9	-32.0	-52.983399644998585	20
1.9	-30.0	-46.28726193667076	20
1.9	-28.0	-44.76908497897956	20
1.9	-26.0	-35.937790099378596	20
1.9	-24.0	-36.28670172794408	20
1.9	-22.0	-31.894897340036277	20
1.9	-20.0	-25.748606917837765	20
1.9	-18.0	-22.413255037185927	20
1.9	-16.0	-21.277771787874933	20
1.9	-14.0	-18.844999210105374	20
1.9	-12.0	-18.167213199101063	20
1.9	-10.0	-18.42249882522254	20
1.9	-8.0	-16.987702950224655	20
1.9	-6.0	-16.42489891440392	20
1.9	-4.0	-16.06551231770633	20
1.9	-2.0	-15.82263747278219	20
1.9	0.0	-15.569152460543382	20
1.9	2.0	-15.177811079487133	20
1.9	4.0	-14.957329129034608	20
1.9	6.0	-14.649803841208453	20
1.9	8.0	-14.36614008568985	20
1.9	10.0	-14.131614958012724	20
1.9	12.0	-13.93775438597657	20
1.9	14.0	-13.862251606503952	20
1.9	16.0	-13.87803698252145	20
1.9	18.0	-13.978120425928285	20
1.9	20.0	-14.276517971652916	20
1.9	22.0	-14.842582982720629	20
1.9	24.0	-15.714281005031262	20
1.9	26.0	-16.947254588833715	20
1.9	28.0		20
1.9	30.0		20
1.9	32.0		20
1.9	34.0		20
1.9	36.0		20
2.0	-50.0	-107.59189833711608	20
2.0	-48.0	-113.3019998298377	20
2.0	-46.0	-113.55944332073322	20
2.0	-44.0	-101.24821426070748	20
2.0	-42.0	-100.12593083355347	20
2.0	-40.0	-80.4244769329296	20
2.0	-38.0	-84.55024209932415	20
2.0	-36.0	-69.75114768892516	20
2.0	-34.0	-78.69708811080127	20
2.0	-32.0	-62.17394762953292	20
2.0	-30.0	-60.83675821469075	20
2.0	-28.0	-54.217112138665655	20
2.0	-26.0	-44.94060842081333	20
2.0	-24.0	-43.36139499035855	20
2.0	-22.0	-35.03436010055203	20
2.0	-20.0	-29.310500981747502	20
2.0	-18.0	-28.13859815879553	20
2.0	-16.0	-23.71450343352883	20
2.0	-14.0	-21.21616561347839	20
2.0	-12.0	-19.864161148004946	20
2.0	-10.0	-20.128003920938035	20
2.0	-8.0	-18.266898759260584	20
2.0	-6.0	-17.0905784189577	20
2.0	-4.0	-17.022962758199956	20
2.0	-2.0	-16.1330686005289	20
2.0	0.0	-15.8480214269478	20
2.0	2.0	-15.681970428644965	20
2.0	4.0	-15.177412085420466	20
2.0	6.0	-14.903654554167726	20
2.0	8.0	-14.597381268322948	20
2.0	10.0	-14.292648148893367	20
2.0	12.0	-14.147564599611297	20
2.0	14.0	-14.000400724700393	20
2.0	16.0	-13.901530981226875	20
2.0	18.0	-13.931688089453294	20
