timestart	R0	mean_logL	sim_no
737835.0	2.2	-40.95960426019547	10
737835.0	2.3	-39.568945185723706	10
737835.0	2.4	-37.485945623529076	10
737835.0	2.5	-35.68602417632291	10
737835.0	2.6	-33.679010055215066	10
737835.0	2.7	-32.88075418044772	10
737835.0	2.8	-32.985859468455146	10
737835.0	2.9	-31.480675813251157	10
737835.0	3.0	-31.361337119834314	10
737835.0	3.1	-30.980222720710913	10
737835.0	3.2	-31.155053124370404	10
737835.0	3.3	-30.892835311050256	10
737835.0	3.4	-30.36374903581005	10
737835.0	3.5	-30.501518407466335	10
737835.0	3.6	-30.503181150186983	10
737835.0	3.7	-30.416073804834433	10
737835.0	3.8	-30.412072878293742	10
737835.0	3.9	-30.749541453810927	10
737835.0	4.0	-31.596099751845628	10
737835.0	4.1	-31.321537982779613	10
737835.0	4.2	-31.498174334884858	10
737835.0	4.3	-32.917078865335036	10
737835.0	4.4	-32.290587410838825	10
737835.0	4.5	-32.988464236611534	10
737838.0	1.0		10
737838.0	1.1		10
737838.0	1.2		10
737838.0	1.3		10
737838.0	1.4		10
737838.0	1.5		10
737838.0	1.6		10
737838.0	1.7		10
737838.0	1.8	-64.35810883160664	10
737838.0	1.9	-60.22386278867642	10
737838.0	2.0	-60.54732212858683	10
737838.0	2.1	-59.72057941340019	10
737838.0	2.2	-52.29056792137121	10
737838.0	2.3	-50.054482037818715	10
737838.0	2.4	-44.63830808057138	10
737838.0	2.5	-45.299413082955475	10
737838.0	2.6	-43.65696047476409	10
737838.0	2.7	-40.3912124498209	10
737838.0	2.8	-38.65755560490055	10
737838.0	2.9	-39.18028540119428	10
737838.0	3.0	-36.81728933570004	10
737838.0	3.1	-35.13511167705576	10
737838.0	3.2	-33.981890735602846	10
737838.0	3.3	-33.96441742806301	10
737838.0	3.4	-34.16625817973161	10
737838.0	3.5	-32.694860556213655	10
737838.0	3.6	-32.80628763136215	10
737838.0	3.7	-32.631576279686065	10
737838.0	3.8	-32.191324920132764	10
737838.0	3.9	-32.227612095001724	10
737838.0	4.0	-32.35713466450491	10
737838.0	4.1	-32.64668516608204	10
737838.0	4.2	-32.49536942894938	10
737838.0	4.3	-32.41025908298405	10
737838.0	4.4	-32.308695372271615	10
737838.0	4.5	-32.760994917315486	10
