R0	log10eta	mean_logL	sim_no
3.9	-5.1999999999999975		7
3.9	-4.999999999999997		7
3.9	-4.799999999999997		7
3.9	-4.599999999999997		7
3.9	-4.399999999999997		7
3.9	-4.199999999999997		7
3.9	-3.9999999999999964		7
3.9	-3.7999999999999963		7
3.9	-3.599999999999996		7
3.9	-3.399999999999996		7
3.9	-3.1999999999999957		7
3.9	-2.9999999999999956		7
3.9	-2.7999999999999954		7
3.9	-2.599999999999995		7
3.9	-2.399999999999995		7
3.9	-2.199999999999995		7
3.9	-1.9999999999999947		7
